,node_count,request_sent_count,request_failed_count,cpu_avg,memory_avg,user_count,request_interval,test_duration
0,5,15,2,140.72894628916737,97.72108032173676,1,2,30
1,5,30,10,166.21249999999955,192.3755032107837,2,2,30
