Time,CPU,MEMORY
1745344559.782333,113.39166666667249,72.81385463303738
1745344570.336264,127.11666666664924,72.9490024241595
1745344581.231997,174.88333333332167,72.90179771946545
1745344694.1748009,151.1499999999978,72.82579255331488
1745344704.610076,154.14999999999054,72.8957789408478
1745344714.9815822,157.86666666669285,72.80114559035788
1745344725.3310888,160.79999999998716,72.80970116654812
1745344735.684012,158.20000000000317,72.63085540999609
1745344746.2506151,158.14166666667003,72.68012444008713
1745344756.636273,158.21666666666107,72.78092569446493
1745344767.024095,158.22500000000824,72.86148214969178
1745344777.4767628,158.233333333313,72.86250185666643
1745344788.2616022,158.24166666666616,72.86556095032445
1745344798.715343,158.22500000000827,72.8902576289626
1745344809.291381,158.16666666665694,72.9598212092733
1745344819.777746,158.26666666665915,73.01816804604836
1745344830.3174999,158.28333333334132,73.10675777701303
1745344840.73761,158.47500000001068,73.15620092031259
1745344851.201051,158.36666666667344,73.07646520069893
1745344861.603507,158.41666666668362,72.99103409038324
1745344873.146345,158.2916666666521,73.18634429055453
1745344883.664893,158.15833333332802,73.07982274618779
1745344894.085238,157.9250000000199,73.13364310682309
1745344904.712584,157.92499999999563,71.2310788642961
1745344915.339471,157.90833333334984,71.11873754739268
1745344925.671803,158.0666666666487,71.15415352176183
1745344935.997608,158.05833333331972,71.33521279864901
1745344946.517739,158.1249999999879,71.35657680719038
1745344956.9734578,158.33333333332723,71.27619443862982
1745344967.320592,158.39166666667853,71.3116104492958
1745344978.113219,158.34166666666232,71.27972611594572
1745344988.6772878,158.07499999999584,69.27009218549581
1745344999.05098,158.1166666666892,65.25672013933742
1745345009.557004,158.14166666667612,65.29681182040711
1745345020.0179882,158.08333333334303,65.34060924830645
1745345030.3512099,158.15000000001115,65.37149875938323
1745345040.831792,158.12499999998786,65.22635290555434
1745345051.7335029,158.30833333334039,65.23908676345283
1745345062.4655292,158.2166666666368,65.30770524674041
1745345072.908591,158.13333333334714,65.2821380739606
1745345083.383564,158.216666666655,65.14888043164355
1745345093.85788,158.15833333334012,65.03126648439856
1745345104.382694,158.83333333332604,66.9472112600843
1745345114.9213061,158.89166666667126,67.04669435209992
1745345125.4232671,158.95833333331512,67.09581412909002
1745345136.114165,168.70833333333695,69.13377592042724
1745345146.590612,168.77500000000506,69.22112208168025
1745345157.088049,168.73333333334813,69.19853943181097
1745345167.444531,163.59166666667684,71.20227847470336
1745345177.9418828,181.35833333334324,73.09330274133967
1745345188.345206,197.95833333332973,73.12856951470263
1745345198.6944032,209.36666666664073,73.16493058613818
1745345209.2794712,208.33333333333331,73.18447900160342
1745345219.904115,208.44166666665842,73.07233669084283
1745345230.328885,208.29166666667635,73.14229818145795
1745345240.83043,208.266666666647,73.17888309740168
1745345251.3159082,208.14999999999296,73.16080206036666
1745345261.8322828,208.04166666666788,72.91487980979952
1745345272.368613,209.72500000002282,72.91836170951686
1745345283.290742,195.58333333335514,72.96628768166399
1745345294.0136378,179.7083333333345,72.89898737104991
1745345304.582776,161.77500000000995,72.97315202798801
1745345315.169169,159.58333333333334,73.11819840698254
1745345325.624376,169.20000000000675,73.12849489204596
1745345335.9680839,173.10833333332388,73.25712657976416
1745345346.396472,173.01666666665068,73.35611224330502
1745345357.016876,162.38333333330954,73.2214867240333
1745345367.8667562,157.93333333333064,73.39098107006672
1745345378.233981,158.00000000002305,73.37337256315979
1745345388.702212,170.64166666667612,73.40752013968283
1745345399.3060322,176.3666666666298,73.32502375370392
1745345409.6628218,176.34999999999008,73.42266642894401
1745345420.129024,177.34166666665868,73.41624977091263
1745345430.651117,172.15833333336076,73.37262642580743
1745345441.3531861,172.1333333333314,73.35581380419165
1745345451.860963,158.59166666665257,73.41483217545621
1745345462.2783139,158.5666666666657,73.42239288199796
1745345472.7493708,165.94166666666453,73.30241626691053
1745345483.2788138,173.20000000000317,73.15547972649857
1745345493.83777,173.58333333333576,73.03229474186456
1745345504.314094,166.57500000000556,73.01374112001497
1745345515.1747131,158.11666666667708,73.02344072686407
1745345525.896692,158.03333333333282,73.05052500265006
1745345536.447465,157.975000000024,73.11648229014489
1745345546.966976,158.01666666666884,73.0763408693941
1745345557.4895518,158.21666666666715,73.18002713767291
1745345567.9023218,158.19166666666203,73.19159205721328
1745345578.382368,151.2083333333309,73.15368897740427
1745345589.054361,134.51666666665915,73.16622386911861
1745345599.603279,118.25000000000121,73.14157696990993
1745345610.094322,108.86666666667223,73.37692909698326
1745345620.555875,109.44166666669236,74.50971814997821
1745345631.038961,109.43333333331489,72.86633214846236
1745345641.5018601,109.69166666666447,72.91164671345648
1745345652.0540092,109.62499999998427,73.08206122892103
1745345662.695199,117.28333333332557,72.98128487033527
1745345673.566298,118.80833333333312,72.96815308975508
1745345684.0705862,112.69166666669966,73.09772983380161
1745345694.620973,110.08333333333213,72.92079915224252
1745345705.04962,109.88333333331563,73.0337373299046
1745345715.524864,109.56666666667537,72.95827941654686
1745345725.977886,109.49999999999518,74.87785526684692
1745345736.470975,109.56666666667542,72.86608344290642
1745345747.24142,108.55833333331248,72.8964755663269
1745345757.699668,117.75833333333142,70.90840556338841
1745345768.201369,142.2916666666727,71.16241080947555
1745345778.680317,144.68333333334763,72.52868532882819
1745345789.14817,120.79999999999322,72.56987135984875
1745345799.586476,97.54999999998597,70.83759737602979
1745345809.967317,105.34999999997432,72.91741665972046
1745345820.6920698,122.17500000001263,72.95825449529505
1745345831.131576,105.14999999999418,75.04667807128365
1745345841.596278,78.18333333334522,73.01252147835893
1745345852.062405,59.59166666666229,73.08765613117404
1745345862.615108,59.69166666667054,75.10263729184081
1745345872.9863522,59.89999999998568,72.8046277198315
1745345883.351798,59.47500000000825,72.64868790586246
1745345894.1103349,63.025000000009925,72.60414436441894
1745345904.8634398,80.2666666666543,70.89059706447239
1745345915.338521,87.1499999999833,72.74496274518904
1745345925.783946,91.60833333333358,72.64824028655113
1745345936.190547,74.14166666671011,72.70817885518078
1745345946.6755252,59.599999999997365,70.83782119994005
1745345957.080241,61.066666666653575,73.00565715574416
1745346398.495095,58.10000000000095,70.45754696533177
1745346408.8877141,58.14166666667611,70.3657738030517
1745346419.304671,72.49999999999395,70.42001693886185
1745346429.8463418,73.06666666667297,70.41524177610628
1745346440.323479,72.99999999999275,70.4806768099919
1745346450.9885619,58.46666666668172,70.54347553555722
1745346461.8004951,64.56666666668754,70.55260310338004
1745346472.352743,71.14999999998568,70.47087774847954
1745346482.914111,94.13333333333868,70.51295911538442
1745346493.373436,102.39583333332425,70.50241390444549
1745346504.68697,108.85000000000827,70.52372814005221
1745346515.334406,109.50000000000122,70.9378525035715
1745346525.769286,110.40000000000876,70.56352247382101
1745346536.317919,111.22500000000102,72.46489291379987
1745346546.7307498,111.91666666666305,72.46728048891477
1745346557.1391711,112.26666666666159,72.63898834405038
1745346567.53155,130.34166666665746,68.74656338453792
1745346578.104794,159.40833333334012,68.76208174866369
1745346588.779083,192.05833333334039,72.59009134318688
1745346599.294571,190.42500000000172,72.61764816610506
1745346609.693484,179.52500000000632,70.71093052963917
1745346620.176397,160.88333333331929,70.7672628849559
1745346630.5893729,161.7583333333217,72.86874465313625
1745346640.9227252,160.7499999999891,72.6149383545467
1745346651.361522,160.6750000000102,72.65358753298649
1745346662.121189,166.3583333333372,70.80822500303745
1745346673.081464,171.15833333333282,72.54283687627156
1745346683.4937139,175.5749999999898,72.5405985170453
1745346693.9974642,170.774999999976,72.65560108236818
1745346704.463903,180.54166666668607,72.7178038696515
1745346715.0073652,191.150000000016,70.66034446058185
1745346725.98416,201.67500000000777,72.77242010790789
1745346736.6612532,187.6666666666703,72.88379144809713
1745346747.6347678,172.7166666666744,70.97757117979067
1745346758.1030169,176.35833333334327,72.56161435684376
1745346768.661227,179.8833333333096,72.60003968664962
1745346779.248876,183.34999999998524,72.64194696660368
1745346789.716898,177.84166666665138,70.8563499969583
1745346800.172086,175.54166666667396,73.21982047882699
1745346810.947308,162.10833333333235,73.02264501228804
1745346821.6609159,160.19166666667542,72.88311996449622
1745346832.126411,161.9833333333554,70.97162703955337
1745346842.619543,163.1333333333472,70.77178932092666
1745346853.007222,163.70000000001406,72.90082684360033
1745346863.683393,160.7833333333292,72.86516216031028
1745346874.297132,159.99166666665892,73.0472909528036
1745346885.0838652,165.2249999999913,70.72418780079013
1745346895.5906181,181.0333333333074,72.87282348409052
1745346906.256684,187.41666666666183,72.83181155242282
1745346916.5912352,182.29999999998958,72.67137017001325
1745346927.049067,168.75000000001822,70.90430185365237
1745346937.5072918,165.62500000000603,73.13533343936925
1745346948.2139058,165.65833333334623,72.97986621988281
1745346958.615907,162.0583333333161,73.06967455717752
1745346968.871686,163.9750000000155,71.16046983737277
1745346979.3665211,176.24166666667105,72.89227237836064
1745346990.1941628,179.15000000002087,73.06907873234482
1745347000.684919,175.12499999998306,73.24153270415447
1745347011.0596302,163.07499999998376,71.15979939340298
1745347022.557211,162.2416666666747,70.99214435323162
1745347034.315767,162.03333333333526,73.03264196519474
1745347044.97503,160.86666666666133,72.89214696038975
1745347055.623092,161.65833333332557,72.9353724539595
1745347066.199053,165.20000000001042,70.9024863433328
1745347077.67782,165.90000000000148,73.12468980042088
1745347088.171999,160.80833333332825,73.19077148141628
1745347104.341301,163.8416666666793,73.09586460006275
1745347116.253891,181.0833333333176,71.12704457864727
1745347127.191596,198.73333333333602,69.26016881774866
1745347138.141875,211.40000000001845,73.07377830452792
1745347149.464669,210.71666666666715,73.0697243453843
1745347159.880415,209.4249999999859,73.04821110032549
